get, 008, 1048576, get-008-1048576.csv.zst, 1812.14 MiB/s, 1812.14 obj/s
get, 008, 1310720, get-008-1310720.csv.zst, 2587.24 MiB/s, 2069.79 obj/s
get, 008, 16777216, get-008-16777216.csv.zst, 9690.91 MiB/s, 605.68 obj/s
get, 008, 4194304, get-008-4194304.csv.zst, 4983.00 MiB/s, 1245.75 obj/s
get, 008, 524288, get-008-524288.csv.zst, 974.86 MiB/s, 1949.72 obj/s
get, 008, 67108864, get-008-67108864.csv.zst, 12211.93 MiB/s, 190.81 obj/s
get, 016, 1048576, get-016-1048576.csv.zst, 2417.71 MiB/s, 2417.71 obj/s
get, 016, 1310720, get-016-1310720.csv.zst, 3792.82 MiB/s, 3034.25 obj/s
get, 016, 16777216, get-016-16777216.csv.zst, 12278.87 MiB/s, 767.43 obj/s
get, 016, 4194304, get-016-4194304.csv.zst, 7300.20 MiB/s, 1825.05 obj/s
get, 016, 524288, get-016-524288.csv.zst, 1240.14 MiB/s, 2480.27 obj/s
get, 016, 67108864, get-016-67108864.csv.zst, 13309.93 MiB/s, 207.97 obj/s
get, 024, 1048576, get-024-1048576.csv.zst, 2594.87 MiB/s, 2594.87 obj/s
get, 024, 1310720, get-024-1310720.csv.zst, 3858.65 MiB/s, 3086.92 obj/s
get, 024, 16777216, get-024-16777216.csv.zst, 12859.93 MiB/s, 803.75 obj/s
get, 024, 4194304, get-024-4194304.csv.zst, 8272.75 MiB/s, 2068.19 obj/s
get, 024, 524288, get-024-524288.csv.zst, 1320.02 MiB/s, 2640.04 obj/s
get, 024, 67108864, get-024-67108864.csv.zst, 13382.59 MiB/s, 209.10 obj/s
get, 048, 1048576, get-048-1048576.csv.zst, 2887.73 MiB/s, 2887.73 obj/s
get, 048, 1310720, get-048-1310720.csv.zst, 3507.31 MiB/s, 2805.85 obj/s
get, 048, 16777216, get-048-16777216.csv.zst, 13114.50 MiB/s, 819.66 obj/s
get, 048, 4194304, get-048-4194304.csv.zst, 9368.40 MiB/s, 2342.10 obj/s
get, 048, 524288, get-048-524288.csv.zst, 1454.07 MiB/s, 2908.14 obj/s
get, 048, 67108864, get-048-67108864.csv.zst, 13379.86 MiB/s, 209.06 obj/s
get, 096, 1048576, get-096-1048576.csv.zst, 2950.33 MiB/s, 2950.33 obj/s
get, 096, 1310720, get-096-1310720.csv.zst, 3452.21 MiB/s, 2761.77 obj/s
get, 096, 16777216, get-096-16777216.csv.zst, 13148.09 MiB/s, 821.76 obj/s
get, 096, 4194304, get-096-4194304.csv.zst, 9796.20 MiB/s, 2449.05 obj/s
get, 096, 524288, get-096-524288.csv.zst, 1544.68 MiB/s, 3089.36 obj/s
get, 096, 67108864, get-096-67108864.csv.zst, 13327.76 MiB/s, 208.25 obj/s
get, 128, 1048576, get-128-1048576.csv.zst, 3419.86 MiB/s, 3419.86 obj/s
get, 128, 1310720, get-128-1310720.csv.zst, 3721.63 MiB/s, 2977.30 obj/s
