get, 008, 1048576, get-008-1048576.csv.zst, 1654.78 MiB/s, 1654.78 obj/s
get, 008, 131072, get-008-131072.csv.zst, 228.46 MiB/s, 1827.69 obj/s
get, 008, 16777216, get-008-16777216.csv.zst, 8548.11 MiB/s, 534.26 obj/s
get, 008, 4194304, get-008-4194304.csv.zst, 4685.87 MiB/s, 1171.47 obj/s
get, 008, 524288, get-008-524288.csv.zst, 900.57 MiB/s, 1801.13 obj/s
get, 008, 67108864, get-008-67108864.csv.zst, 8689.04 MiB/s, 135.77 obj/s
get, 016, 1048576, get-016-1048576.csv.zst, 2190.73 MiB/s, 2190.73 obj/s
get, 016, 131072, get-016-131072.csv.zst, 272.02 MiB/s, 2176.13 obj/s
get, 016, 16777216, get-016-16777216.csv.zst, 8969.63 MiB/s, 560.60 obj/s
get, 016, 4194304, get-016-4194304.csv.zst, 6687.24 MiB/s, 1671.81 obj/s
get, 016, 524288, get-016-524288.csv.zst, 1108.46 MiB/s, 2216.92 obj/s
get, 016, 67108864, get-016-67108864.csv.zst, 8267.47 MiB/s, 129.18 obj/s
get, 024, 1048576, get-024-1048576.csv.zst, 2303.64 MiB/s, 2303.64 obj/s
get, 024, 131072, get-024-131072.csv.zst, 281.12 MiB/s, 2248.93 obj/s
get, 024, 16777216, get-024-16777216.csv.zst, 8066.59 MiB/s, 504.16 obj/s
get, 024, 4194304, get-024-4194304.csv.zst, 7455.93 MiB/s, 1863.98 obj/s
get, 024, 524288, get-024-524288.csv.zst, 1153.70 MiB/s, 2307.39 obj/s
get, 024, 67108864, get-024-67108864.csv.zst, 9061.06 MiB/s, 141.58 obj/s
get, 048, 1048576, get-048-1048576.csv.zst, 2512.10 MiB/s, 2512.10 obj/s
get, 048, 131072, get-048-131072.csv.zst, 487.00 MiB/s, 3896.03 obj/s
get, 048, 16777216, get-048-16777216.csv.zst, 6584.21 MiB/s, 411.51 obj/s
get, 048, 4194304, get-048-4194304.csv.zst, 8118.59 MiB/s, 2029.65 obj/s
get, 048, 524288, get-048-524288.csv.zst, 1280.30 MiB/s, 2560.59 obj/s
get, 048, 67108864, get-048-67108864.csv.zst, 10750.94 MiB/s, 167.98 obj/s
get, 064, 1048576, get-064-1048576.csv.zst, 2583.16 MiB/s, 2583.16 obj/s
get, 064, 131072, get-064-131072.csv.zst, 491.68 MiB/s, 3933.47 obj/s
get, 064, 16777216, get-064-16777216.csv.zst, 6941.58 MiB/s, 433.85 obj/s
get, 064, 4194304, get-064-4194304.csv.zst, 8047.10 MiB/s, 2011.78 obj/s
get, 064, 524288, get-064-524288.csv.zst, 1308.90 MiB/s, 2617.79 obj/s
get, 064, 67108864, get-064-67108864.csv.zst, 12101.50 MiB/s, 189.09 obj/s
get, 096, 1048576, get-096-1048576.csv.zst, 2593.01 MiB/s, 2593.01 obj/s
get, 096, 131072, get-096-131072.csv.zst, 452.34 MiB/s, 3618.76 obj/s
get, 096, 16777216, get-096-16777216.csv.zst, 7512.42 MiB/s, 469.53 obj/s
get, 096, 4194304, get-096-4194304.csv.zst, 8087.73 MiB/s, 2021.93 obj/s
get, 096, 524288, get-096-524288.csv.zst, 1403.21 MiB/s, 2806.41 obj/s
get, 096, 67108864, get-096-67108864.csv.zst, 12079.37 MiB/s, 188.74 obj/s
get, 128, 1048576, get-128-1048576.csv.zst, 3746.05 MiB/s, 3746.05 obj/s
get, 128, 131072, get-128-131072.csv.zst, 480.61 MiB/s, 3844.88 obj/s
